Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332 cc,156 HP,195 km/h,8.9 sec,"$26,000 ",Petrol,5,260 Nm
Nissan,Murano,3.5L V6,3498 cc,260 HP,210 km/h,7.5 sec,"$39,000 ",Petrol,5,325 Nm
Nissan,Maxima Platinum,3.5L V6,3498 cc,300 HP,220 km/h,6.2 sec,"$45,000 ",Petrol,5,353 Nm
Nissan,Armada,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$51,000 ",Petrol,8,560 Nm
Nissan,Kicks,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.7 sec,"$20,000 ",Petrol,5,154 Nm
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498 cc,201 HP,200 km/h,8.0 sec,"$29,000 ",Hybrid,5,305 Nm
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$40,000 ",Petrol,2,475 Nm
Nissan,Almera,1.0L Turbocharged Inline-3,999 cc,100 HP,185 km/h,10.7 sec,"$14,500 ",Petrol,5,160 Nm
Nissan,Sylphy,1.8L Inline-4,1798 cc,137 HP,190 km/h,9.6 sec,"$18,000 ",Petrol,5,174 Nm
Nissan,Note,1.2L Inline-3 Hybrid,1198 cc,109 HP,170 km/h,11.5 sec,"$16,000 ",Hybrid,5,150 Nm
Nissan,Sunny,1.6L Inline-4,1598 cc,118 HP,180 km/h,11.0 sec,"$15,000 ",Petrol,5,156 Nm
Nissan,Cube,1.8L Inline-4,1798 cc,122 HP,175 km/h,10.6 sec,"$14,500 ",Petrol,5,171 Nm
Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117 HP,180 km/h,10.4 sec,"$25,000 ",Petrol,5,180 Nm
Nissan,Terrano,1.5L Inline-4 Diesel,1461 cc,110 HP,168 km/h,13.5 sec,"$15,500 ",Diesel,5,248 Nm
Nissan,Magnite,1.0L Turbocharged Inline-3,999 cc,100 HP,160 km/h,13.0 sec,"$12,000 ",Petrol,5,160 Nm
Nissan,Xterra,4.0L V6,3954 cc,261 HP,200 km/h,7.8 sec,"$35,000 ",Petrol,7,381 Nm
Nissan,Patrol,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.9 sec,"$220,000 ",Petrol,2,652 Nm
Nissan,370Z Roadster,3.7L V6,3696 cc,332 HP,250 km/h,5.5 sec,"$41,820 ",Petrol,2,366 Nm
Nissan,Ariya ,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$58,950 ",Electric,5,600 Nm
Nissan,Patrol Royale,5.6L V8,5552 cc,400 HP,210 km/h,6.6 sec,"$85,000 ",Petrol,7,560 Nm
Nissan,Infiniti QX80*,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$70,600 ",Petrol,7,560 Nm
Nissan,Tiida,1.6L Inline-4,1598 cc,126 HP,190 km/h,10.1 sec,"$14,500 ",Petrol,5,154 Nm
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115 HP,190 km/h,10.7 sec,"$19,000 ",Petrol,5,190 Nm
Nissan,Latio,1.5L Inline-4,1498 cc,102 HP,175 km/h,11.5 sec,"$13,000 ",Petrol,5,139 Nm
Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133 HP,185 km/h,10.5 sec,"$18,500 ",Petrol,5,191 Nm
Nissan,March,1.2L Inline-3,1198 cc,79 HP,170 km/h,13.7 sec,"$12,000 ",Petrol,5,106 Nm
Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141 HP,190 km/h,9.8 sec,"$24,960 ",Petrol,5,199 Nm
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179 HP,180 km/h,9.4 sec,"$28,500 ",Hybrid,5,207 Nm
Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284 HP,190 km/h,7.4 sec,"$42,820 ",Petrol,7,351 Nm
Nissan,Armada Platinum,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$65,300 ",Petrol,8,560 Nm
Nissan,Terrano XL,1.6L Inline-4,1598 cc,104 HP,165 km/h,12.5 sec,"$14,000 ",Petrol,5,145 Nm
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799 cc,720 HP,315 km/h,2.5 sec,"$1,100,000 ",Petrol,2,780 Nm
Nissan,370Z NISMO,3.7L V6,3696 cc,350 HP,250 km/h,5.2 sec,"$45,790 ",Petrol,2,374 Nm
Nissan,Ariya E-4ORCE,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$60,000 ",Electric,5,600 Nm
Nissan,Patrol NISMO,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$105,000 ",Petrol,7,560 Nm
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997 cc,300 HP,250 km/h,5.0 sec,"$41,750 ",Petrol,4,400 Nm
Nissan,Primera,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.6 sec,"$20,000 ",Petrol,5,190 Nm
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,400 HP,250 km/h,5.0 sec,"$50,000 ",Petrol,5,475 Nm
Nissan,Cedric,2.0L Inline-6,1998 cc,150 HP,190 km/h,10.5 sec,"$22,000 ",Petrol,5,190 Nm
Nissan,Gloria,2.5L V6,2498 cc,210 HP,210 km/h,8.6 sec,"$30,000 ",Petrol,5,250 Nm
Nissan,Stanza,1.8L Inline-4,1796 cc,120 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,170 Nm
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$55,000 ",Petrol,7,451 Nm
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,250 HP,190 km/h,7.7 sec,"$42,500 ",Hybrid,7,329 Nm
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,190 HP,175 km/h,10.8 sec,"$40,000 ",Petrol,7,240 Nm
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$38,000 ",Petrol,5,300 Nm
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,158 HP,190 km/h,9.2 sec,"$36,000 ",Hybrid,5,270 Nm
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$175,000 ",Petrol,2,652 Nm
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,420 HP,270 km/h,4.7 sec,"$55,000 ",Petrol,5,475 Nm
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$63,000 ",Electric,5,600 Nm
Nissan,Patrol Titanium,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$98,000 ",Petrol,7,560 Nm
Nissan,Infiniti FX50*,5.0L V8,5026 cc,390 HP,250 km/h,5.6 sec,"$61,750 ",Petrol,5,500 Nm
Nissan,Avenir,2.0L Inline-4,1998 cc,140 HP,180 km/h,9.8 sec,"$20,000 ",Petrol,5,186 Nm
Nissan,Wingroad,1.8L Inline-4,1798 cc,125 HP,175 km/h,10.8 sec,"$18,000 ",Petrol,5,168 Nm
Nissan,Presea,1.8L Inline-4,1838 cc,115 HP,170 km/h,11.5 sec,"$17,500 ",Petrol,5,161 Nm
Nissan,Leopard,3.0L V6,2960 cc,210 HP,200 km/h,8.4 sec,"$32,000 ",Petrol,5,265 Nm
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,190 HP,200 km/h,7.5 sec,"$24,000 ",Petrol,5,240 Nm
Nissan,Paladin,2.4L Inline-4,2438 cc,150 HP,180 km/h,10.6 sec,"$20,000 ",Petrol,5,217 Nm
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,158 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,225 Nm
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$95,000 ",Petrol,7,560 Nm
Nissan,Pathfinder Armada,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$60,000 ",Petrol,7,560 Nm
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$39,000 ",Petrol,5,300 Nm
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$185,000 ",Petrol,2,652 Nm
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.2 sec,"$48,000 ",Petrol,2,475 Nm
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,276 HP,250 km/h,5.6 sec,"$70,000 ",Petrol,4,392 Nm
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$67,000 ",Electric,5,600 Nm
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,268 HP,230 km/h,6.5 sec,"$50,000 ",Petrol,5,380 Nm
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,129 HP,155 km/h,12.5 sec,"$28,000 ",Diesel,8,356 Nm
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,190 HP,180 km/h,10.2 sec,"$32,000 ",Diesel,5,450 Nm
Nissan,Titan XD,5.6L V8,5552 cc,400 HP,195 km/h,6.9 sec,"$55,000 ",Petrol,6,560 Nm
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,85 HP,140 km/h,15.0 sec,"$25,000 ",Diesel,7,200 Nm
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,130 HP,145 km/h,14.8 sec,"$27,000 ",Diesel,3,350 Nm
Nissan,Cherry,1.4L Inline-4,1397 cc,67 HP,145 km/h,14.0 sec,"$14,000 ",Petrol,5,110 Nm
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,94 HP,160 km/h,12.5 sec,"$22,000 ",Diesel,5,184 Nm
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,247 HP,235 km/h,5.9 sec,"$45,000 ",Petrol,4,275 Nm
Nissan,NX Coupe,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.0 sec,"$22,000 ",Petrol,4,180 Nm
Nissan,AD Wagon,1.5L Inline-4,1498 cc,105 HP,165 km/h,12.3 sec,"$16,000 ",Petrol,5,150 Nm
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$58,000 ",Petrol,7,451 Nm
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,284 HP,195 km/h,7.2 sec,"$44,000 ",Petrol,7,351 Nm
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,125 HP,160 km/h,12.9 sec,"$28,000 ",Diesel,5,278 Nm
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,260 HP,195 km/h,7.6 sec,"$47,000 ",Petrol,4,325 Nm
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$43,000 ",Hybrid,5,305 Nm
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,500 HP,320 km/h,3.0 sec,"$600,000 ",Hybrid,2,650 Nm
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$70,000 ",Petrol,5,475 Nm
Nissan,Infiniti G37*,3.7L V6,3696 cc,328 HP,250 km/h,5.5 sec,"$42,000 ",Petrol,5,365 Nm
Nissan,Patrol Black Edition,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$85,000 ",Petrol,7,560 Nm
Nissan,Ariya Empower+,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$68,000 ",Electric,5,600 Nm
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,240 km/h,7.2 sec,"$30,000 ",Petrol,4,265 Nm
Nissan,300ZX,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$50,000 ",Petrol,4,384 Nm
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495 cc,550 HP,354 km/h,3.3 sec,"$1,000,000 ",Petrol,2,637 Nm
Nissan,Figaro,1.0L Turbo Inline-4,987 cc,76 HP,170 km/h,12.8 sec,"$20,000 ",Petrol,4,103 Nm
Nissan,Hardbody Truck,2.4L Inline-4,2389 cc,134 HP,160 km/h,10.6 sec,"$25,000 ",Petrol,5,206 Nm
Nissan,Atlas,3.0L Inline-4 Diesel,2999 cc,130 HP,130 km/h,18.0 sec,"$35,000 ",Diesel,3,300 Nm
Nissan,Clipper,660cc Inline-3,659 cc,48 HP,110 km/h,18.5 sec,"$10,000 ",Petrol,4,62 Nm
Nissan,NV200,2.0L Inline-4,1998 cc,131 HP,140 km/h,14.0 sec,"$28,000 ",Petrol,7,188 Nm
Nissan,Violet,1.8L Inline-4,1770 cc,85 HP,155 km/h,13.8 sec,"$18,000 ",Petrol,5,130 Nm
Nissan,Bluebird Z,2.0L Inline-4,1998 cc,140 HP,190 km/h,11.0 sec,"$23,000 ",Petrol,5,180 Nm
Nissan,Stanza Wagon,2.4L Inline-4,2389 cc,138 HP,160 km/h,12.0 sec,"$22,000 ",Petrol,7,205 Nm
Nissan,180SX,2.0L Turbo Inline-4,1998 cc,205 HP,240 km/h,6.8 sec,"$35,000 ",Petrol,4,275 Nm
Nissan,Sunny California,1.6L Inline-4,1597 cc,110 HP,170 km/h,11.0 sec,"$18,000 ",Petrol,5,140 Nm
Nissan,Patrol Warrior,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm
Nissan,Pathfinder Armada Platinum,5.6L V8,5552 cc,400 HP,190 km/h,6.8 sec,"$70,000 ",Petrol,7,560 Nm
Nissan,Rogue Sport SL,2.0L Inline-4,1998 cc,141 HP,190 km/h,9.0 sec,"$32,000 ",Petrol,5,195 Nm
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$46,000 ",Hybrid,5,305 Nm
Nissan,Qashqai e-Power,1.5L Hybrid,1497 cc,187 HP,200 km/h,7.5 sec,"$40,000 ",Hybrid,5,330 Nm
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799 cc,565 HP,315 km/h,2.8 sec,"$220,000 ",Petrol,2,637 Nm
Nissan,Infiniti M45*,4.5L V8,4494 cc,325 HP,250 km/h,5.8 sec,"$50,000 ",Petrol,5,451 Nm
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$75,000 ",Petrol,5,475 Nm
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$70,000 ",Electric,5,600 Nm
Nissan,Patrol Legend Edition,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm
Nissan,100NX,1.6L Inline-4,1597 cc,110 HP,185 km/h,9.6 sec,"$18,000 ",Petrol,4,135 Nm
Nissan,Cedric Special Edition,3.0L V6,2960 cc,250 HP,225 km/h,8.5 sec,"$60,000 ",Petrol,5,330 Nm
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$55,000 ",Petrol,4,384 Nm
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998 cc,250 HP,240 km/h,5.6 sec,"$35,000 ",Petrol,4,300 Nm
Nissan,NV400,2.3L Inline-4 Diesel,2298 cc,135 HP,150 km/h,15.0 sec,"$40,000 ",Diesel,3,360 Nm
Nissan,Titan Warrior,5.6L V8,5552 cc,400 HP,180 km/h,7.0 sec,"$55,000 ",Petrol,5,560 Nm
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498 cc,127 HP,140 km/h,14.0 sec,"$30,000 ",Diesel,7,260 Nm
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,134 HP,160 km/h,12.0 sec,"$35,000 ",Hybrid,7,320 Nm
Nissan,Elgrand,3.5L V6,3498 cc,280 HP,200 km/h,8.5 sec,"$50,000 ",Petrol,7,344 Nm
Nissan,Datsun 510,1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm
Nissan,Prairie,2.0L Inline-4,1998 cc,120 HP,175 km/h,11.0 sec,"$18,000 ",Petrol,5,170 Nm
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998 cc,230 HP,225 km/h,6.0 sec,"$30,000 ",Petrol,5,280 Nm
Nissan,Almera Tino,1.8L Inline-4,1769 cc,114 HP,180 km/h,12.5 sec,"$15,000 ",Petrol,5,160 Nm
Nissan,Lucino,1.6L Inline-4,1597 cc,115 HP,185 km/h,10.5 sec,"$12,000 ",Petrol,5,150 Nm
Nissan,Rasheen,1.5L Inline-4,1497 cc,105 HP,165 km/h,13.0 sec,"$10,000 ",Petrol,5,135 Nm
Nissan,Mistral,2.7L Turbo Diesel,2663 cc,125 HP,160 km/h,12.5 sec,"$25,000 ",Diesel,7,260 Nm
Nissan,Patrol Y60,4.2L Inline-6,4169 cc,155 HP,160 km/h,12.0 sec,"$45,000 ",Diesel,7,330 Nm
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998 cc,280 HP,215 km/h,6.4 sec,"$38,000 ",Petrol,5,310 Nm
Nissan,Terrano Regulus,3.3L V6,3275 cc,170 HP,175 km/h,10.0 sec,"$28,000 ",Petrol,5,290 Nm
Nissan,President,4.5L V8,4494 cc,280 HP,210 km/h,7.5 sec,"$70,000 ",Petrol,5,400 Nm
Nissan,Cima,4.1L V8,4130 cc,270 HP,210 km/h,8.0 sec,"$60,000 ",Petrol,5,390 Nm
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960 cc,255 HP,215 km/h,6.5 sec,"$45,000 ",Petrol,5,340 Nm
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960 cc,255 HP,220 km/h,6.5 sec,"$50,000 ",Petrol,5,340 Nm
Nissan,Infiniti Q45*,4.5L V8,4494 cc,340 HP,240 km/h,6.2 sec,"$50,000 ",Petrol,5,450 Nm
Nissan,Datsun 240Z,2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm
Nissan,280ZX,2.8L Inline-6,2753 cc,145 HP,205 km/h,9.5 sec,"$35,000 ",Petrol,2,210 Nm
Nissan,Silvia S13,1.8L Turbo Inline-4,1809 cc,175 HP,215 km/h,6.8 sec,"$20,000 ",Petrol,4,230 Nm
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,225 km/h,7.0 sec,"$25,000 ",Petrol,4,260 Nm
Nissan,NX Coupe,1.8L Inline-4,1839 cc,140 HP,200 km/h,9.0 sec,"$18,000 ",Petrol,4,180 Nm
Nissan,NV2500,4.0L V6,3954 cc,261 HP,160 km/h,10.0 sec,"$36,000 ",Petrol,2,385 Nm
Nissan,NV3500,5.6L V8,5552 cc,375 HP,170 km/h,9.0 sec,"$42,000 ",Petrol,2,525 Nm
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953 cc,150 HP,140 km/h,15.0 sec,"$35,000 ",Diesel,3,350 Nm
Porsche,Panamera,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,"$88,000 ",Petrol,4,450 Nm
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,"$92,000 ",Petrol,4,450 Nm
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894 cc,440 HP,289 km/h,4.4 sec,"$105,000 ",Petrol,4,550 Nm
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996 cc,620 HP,315 km/h,3.1 sec,"$180,000 ",Petrol,4,820 Nm
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996 cc,473 HP,300 km/h,3.9 sec,"$130,000 ",Petrol,4,620 Nm
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.4 sec,"$102,000 ",Petrol,4,450 Nm
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,"$115,000 ",Hybrid (Petrol),4,700 Nm
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9 kWh Battery,455 HP,280 km/h,4.4 sec,"$120,000 ",Hybrid (Petrol),4,700 Nm
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,690 HP,315 km/h,3.2 sec,"$190,000 ",Hybrid (Petrol),4,870 Nm
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894 cc,330 HP,270 km/h,5.6 sec,"$95,000 ",Petrol,4,450 Nm
Porsche,Cayenne,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,5.9 sec,"$80,000 ",Petrol,5,450 Nm
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995 cc,335 HP,245 km/h,6.0 sec,"$85,000 ",Petrol,5,450 Nm
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894 cc,434 HP,265 km/h,5.0 sec,"$95,000 ",Petrol,5,550 Nm
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996 cc,541 HP,286 km/h,4.0 sec,"$130,000 ",Petrol,5,770 Nm
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996 cc,453 HP,270 km/h,4.5 sec,"$110,000 ",Petrol,5,620 Nm
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,670 HP,295 km/h,3.6 sec,"$170,000 ",Hybrid (Petrol),5,900 Nm
Porsche,Macan,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,"$60,000 ",Petrol,5,400 Nm
Porsche,Macan S,2.9L V6 Twin Turbo,2894 cc,375 HP,259 km/h,4.8 sec,"$75,000 ",Petrol,5,520 Nm
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894 cc,434 HP,272 km/h,4.5 sec,"$85,000 ",Petrol,5,550 Nm
Porsche,Macan T,2.0L I4 Turbo,1984 cc,261 HP,232 km/h,6.2 sec,"$65,000 ",Petrol,5,400 Nm
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981 cc,379 HP,293 km/h,4.2 sec,"$110,000 ",Petrol,4,450 Nm
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,308 km/h,3.5,"$131,300 ",Petrol,4,528 Nm
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,293 km/h,4.2,"$106,500 ",Petrol,4,450 Nm
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981 cc,443 hp,306 km/h,3.4,"$113,300 ",Petrol,4,528 Nm
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981 cc,379 hp,289 km/h,4.4,"$121,300 ",Petrol,4,450 Nm
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745 cc,572 hp,320 km/h,2.7,"$197,200 ",Petrol,4,750 Nm
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745 cc,640 hp,330 km/h,2.6,"$230,400 ",Petrol,4,800 Nm
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996 cc,502 hp,318 km/h,3.4,"$161,100 ",Petrol,2,469 Nm
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996 cc,518 hp,296 km/h,3.2,"$241,300 ",Petrol,2,465 Nm
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981 cc,473 hp,240 km/h,3.4,"$222,000 ",Petrol,2,570 Nm
Porsche,Taycan,Dual Electric Motors,79.2 kWh,402 hp,230 km/h,5.4,"$86,700 ",Electric,4,344 Nm
Porsche,Taycan 4S,Dual Electric Motors,79.2 kWh,522 hp,250 km/h,4,"$103,800 ",Electric,4,640 Nm
Porsche,Taycan Turbo,Dual Electric Motors,93.4 kWh,670 hp,260 km/h,3.2,"$150,900 ",Electric,4,850 Nm
Porsche,Taycan Turbo S,Dual Electric Motors,93.4 kWh,750 hp,260 km/h,2.8,"$185,000 ",Electric,4,1050 Nm
Porsche,Taycan GTS,Dual Electric Motors,93.4 kWh,590 hp,250 km/h,3.5,"$132,750 ",Electric,4,850 Nm
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4 kWh,469 hp,220 km/h,4.8,"$97,700 ",Electric,5,500 Nm
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2 kWh,509 hp,240 km/h,4.1,"$104,000 ",Electric,5,650 Nm
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988 cc,300 hp,275 km/h,4.9,"$63,400 ",Petrol,2,380 Nm
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497 cc,350 hp,285 km/h,4.4,"$75,400 ",Petrol,2,420 Nm
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,302 km/h,4.2,"$100,200 ",Petrol,2,420 Nm
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,493 hp,315 km/h,3.2,"$141,700 ",Petrol,2,450 Nm
Porsche,718 Boxster,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.9,"$65,500 ",Petrol,2,380 Nm
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988 cc,300 hp,275 km/h,4.7,"$69,600 ",Petrol,2,380 Nm
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995 cc,394 hp,293 km/h,4.3,"$90,300 ",Petrol,2,430 Nm
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995 cc,414 hp,301 km/h,4.1,"$98,300 ",Petrol,2,420 Nm
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,"$92,300 ",Petrol,4,450 Nm
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,462 hp,280 km/h,4.4,"$113,300 ",Hybrid,4,700 Nm
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.5,"$101,400 ",Petrol,4,450 Nm
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,690 hp,315 km/h,3.2,"$200,200 ",Hybrid,4,870 Nm
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,560 hp,295 km/h,3.7,"$128,900 ",Hybrid,4,750 Nm
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894 cc,325 hp,265 km/h,5.6,"$98,300 ",Petrol,4,450 Nm
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996 cc,473 hp,300 km/h,3.9,"$136,900 ",Petrol,4,620 Nm
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996 cc,550 hp,306 km/h,3.8,"$175,200 ",Petrol,4,770 Nm
